CustomerID,Region,City,Billing Account,Department,Emp ID,Full Name,Phone Number,Plan ID,Plan Name,Max Reg Min,Max Intl Min,Max Text,Max Data,Max Intl Data,Bill Plan Charge,Period Date,Period Year Month,Period Year,Period Month,Total Bill,Total Overrages,Overrage Bands,Excess Reg Min,Excess Reg Min Cost,Excess Intl Min,Excess Intl Min Cost,Excess Text,Excess Text Cost,Excess Data,Excess Data Cost,Excess Intl Data,Excess Intl Data Cost,Regular Minutes,International Minutes,Text,Data,International Data,Dept,Product,Customer Identifier,Company Name
8000,NA,Singapore,515814700,Marketing,12,Davos Seaworth,9787-6011,8,Reg+,400,0,1500,5,0,82,5/1/2016,201605,2016,5,314.15,232.15,More than 100,0,0,49,98,7,0.35,13.38,133.8,0,0,324,49,1507,18.38,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,12,Davos Seaworth,9787-6011,8,Reg+,400,0,1500,5,0,82,6/1/2016,201606,2016,6,154.4,72.4,50 to 74,50,8,6,12,0,0,5.24,52.4,0,0,450,6,450,10.24,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,13,Ellaria Sand,9787-6012,6,Lite+,200,0,1000,3,0,42,4/1/2016,201604,2016,4,298.14,256.14,More than 100,634,101.44,32,64,0,0,9.07,90.7,0,0,834,32,100,12.07,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,13,Ellaria Sand,9787-6012,6,Lite+,200,0,1000,3,0,42,5/1/2016,201605,2016,5,225.96,183.96,More than 100,321,51.36,6,12,0,0,12.06,120.6,0,0,521,6,717,15.06,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,13,Ellaria Sand,9787-6012,6,Lite+,200,0,1000,3,0,42,6/1/2016,201606,2016,6,129.08,87.08,75 to 99,183,29.28,4,8,0,0,4.98,49.8,0,0,383,4,724,7.98,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,14,Arya Stark,9787-6013,6,Lite+,200,0,1000,3,0,42,4/1/2016,201604,2016,4,90.62,48.62,25 to 49,152,24.32,1,2,0,0,2.23,22.3,0,0,352,1,883,5.23,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,14,Arya Stark,9787-6013,6,Lite+,200,0,1000,3,0,42,5/1/2016,201605,2016,5,279.82,237.82,More than 100,262,41.92,50,100,0,0,9.59,95.9,0,0,462,50,295,12.59,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,14,Arya Stark,9787-6013,6,Lite+,200,0,1000,3,0,42,6/1/2016,201606,2016,6,181.5,139.5,More than 100,0,0,9,18,262,13.1,10.84,108.4,0,0,56,9,1262,13.84,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,15,Varys,9787-6014,6,Lite+,200,0,1000,3,0,42,4/1/2016,201604,2016,4,216.83,174.83,More than 100,198,31.68,11,22,301,15.05,10.61,106.1,0,0,398,11,1301,13.61,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,15,Varys,9787-6014,6,Lite+,200,0,1000,3,0,42,5/1/2016,201605,2016,5,324.46,282.46,More than 100,491,78.56,24,48,0,0,15.59,155.9,0,0,691,24,733,18.59,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,15,Varys,9787-6014,6,Lite+,200,0,1000,3,0,42,6/1/2016,201606,2016,6,285.84,243.84,More than 100,154,24.64,27,54,412,20.6,14.46,144.6,0,0,354,27,1412,17.46,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,16,Sandor Clegane,9787-6015,8,Reg+,400,0,1500,5,0,82,4/1/2016,201604,2016,4,114.7,32.7,25 to 49,0,0,6,12,0,0,2.07,20.7,0,0,79,6,548,7.07,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,16,Sandor Clegane,9787-6015,8,Reg+,400,0,1500,5,0,82,5/1/2016,201605,2016,5,261.94,179.94,More than 100,434,69.44,21,42,0,0,6.85,68.5,0,0,834,21,1076,11.85,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,16,Sandor Clegane,9787-6015,8,Reg+,400,0,1500,5,0,82,6/1/2016,201606,2016,6,237.28,155.28,More than 100,483,77.28,39,78,0,0,0,0,0,0,883,39,1039,4.22,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,17,Tormund Giantsbane,9787-6016,6,Lite+,200,0,1000,3,0,42,4/1/2016,201604,2016,4,100.6,58.6,50 to 74,0,0,25,50,0,0,0.86,8.6,0,0,138,25,150,3.86,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,17,Tormund Giantsbane,9787-6016,6,Lite+,200,0,1000,3,0,42,5/1/2016,201605,2016,5,108.04,66.04,50 to 74,119,19.04,21,42,0,0,0.5,5,0,0,319,21,217,3.5,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,17,Tormund Giantsbane,9787-6016,6,Lite+,200,0,1000,3,0,42,6/1/2016,201606,2016,6,345.64,303.64,More than 100,629,100.64,26,52,0,0,15.1,151,0,0,829,26,723,18.1,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,18,Bran Stark,9787-6017,6,Lite+,200,0,1000,3,0,42,4/1/2016,201604,2016,4,252.92,210.92,More than 100,407,65.12,9,18,0,0,12.78,127.8,0,0,607,9,702,15.78,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,18,Bran Stark,9787-6017,6,Lite+,200,0,1000,3,0,42,5/1/2016,201605,2016,5,166.7,124.7,More than 100,0,0,46,92,290,14.5,1.82,18.2,0,0,55,46,1290,4.82,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,18,Bran Stark,9787-6017,6,Lite+,200,0,1000,3,0,42,6/1/2016,201606,2016,6,148.02,106.02,More than 100,82,13.12,41,82,0,0,1.09,10.9,0,0,282,41,391,4.09,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,19,Samwell Tarly,9787-6018,6,Lite+,200,0,1000,3,0,42,4/1/2016,201604,2016,4,346.67,304.67,More than 100,617,98.72,14,28,179,8.95,16.9,169,0,0,817,14,1179,19.9,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,19,Samwell Tarly,9787-6018,6,Lite+,200,0,1000,3,0,42,5/1/2016,201605,2016,5,193.1,151.1,More than 100,0,0,27,54,348,17.4,7.97,79.7,0,0,87,27,1348,10.97,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,19,Samwell Tarly,9787-6018,6,Lite+,200,0,1000,3,0,42,6/1/2016,201606,2016,6,266.85,224.85,More than 100,590,94.4,27,54,267,13.35,6.31,63.1,0,0,790,27,1267,9.31,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,20,Theon Greyjoy,9787-6019,8,Reg+,400,0,1500,5,0,82,4/1/2016,201604,2016,4,142.8,60.8,50 to 74,0,0,25,50,90,4.5,0.63,6.3,0,0,189,25,1590,5.63,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,20,Theon Greyjoy,9787-6019,8,Reg+,400,0,1500,5,0,82,5/1/2016,201605,2016,5,90,8,1 to 24,0,0,4,8,0,0,0,0,0,0,257,4,252,3.22,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814700,Marketing,20,Theon Greyjoy,9787-6019,8,Reg+,400,0,1500,5,0,82,6/1/2016,201606,2016,6,239.6,157.6,More than 100,410,65.6,46,92,0,0,0,0,0,0,810,46,809,3.87,0,Marketing,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,21,Wayne Rooney,9787-6020,3,iMax,800,0,2000,7,0,102,4/1/2016,201604,2016,4,288.2,186.2,More than 100,0,0,36,72,0,0,11.42,114.2,0,0,238,36,1008,18.42,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,21,Wayne Rooney,9787-6020,3,iMax,800,0,2000,7,0,102,5/1/2016,201605,2016,5,220.1,118.1,More than 100,0,0,6,12,0,0,10.61,106.1,0,0,382,6,1119,17.61,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,21,Wayne Rooney,9787-6020,3,iMax,800,0,2000,7,0,102,6/1/2016,201606,2016,6,251.3,149.3,More than 100,0,0,47,94,0,0,5.53,55.3,0,0,300,47,986,12.53,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,22,David Beckham,9787-6021,3,iMax,800,0,2000,7,0,102,4/1/2016,201604,2016,4,186.4,84.4,75 to 99,0,0,35,70,0,0,1.44,14.4,0,0,207,35,1302,8.44,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,22,David Beckham,9787-6021,3,iMax,800,0,2000,7,0,102,5/1/2016,201605,2016,5,230,128,More than 100,0,0,36,72,0,0,5.6,56,0,0,543,36,1552,12.6,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,22,David Beckham,9787-6021,3,iMax,800,0,2000,7,0,102,6/1/2016,201606,2016,6,266.78,164.78,More than 100,73,11.68,41,82,0,0,7.11,71.1,0,0,873,41,312,14.11,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,23,Dennis Irwin,9787-6022,3,iMax,800,0,2000,7,0,102,4/1/2016,201604,2016,4,304.1,202.1,More than 100,0,0,48,96,0,0,10.61,106.1,0,0,167,48,1495,17.61,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,23,Dennis Irwin,9787-6022,3,iMax,800,0,2000,7,0,102,5/1/2016,201605,2016,5,197.8,95.8,75 to 99,0,0,30,60,0,0,3.58,35.8,0,0,429,30,1105,10.58,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,23,Dennis Irwin,9787-6022,3,iMax,800,0,2000,7,0,102,6/1/2016,201606,2016,6,144.1,42.1,25 to 49,0,0,11,22,0,0,2.01,20.1,0,0,758,11,988,9.01,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,24,Steven Gerrard,9787-6023,8,Reg+,400,0,1500,5,0,82,4/1/2016,201604,2016,4,293.2,211.2,More than 100,380,60.8,17,34,0,0,11.64,116.4,0,0,780,17,915,16.64,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,24,Steven Gerrard,9787-6023,8,Reg+,400,0,1500,5,0,82,5/1/2016,201605,2016,5,148.1,66.1,50 to 74,0,0,20,40,0,0,2.61,26.1,0,0,98,20,621,7.61,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,24,Steven Gerrard,9787-6023,8,Reg+,400,0,1500,5,0,82,6/1/2016,201606,2016,6,191.04,109.04,More than 100,319,51.04,29,58,0,0,0,0,0,0,719,29,516,3.96,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,25,Michael Owen,9787-6024,3,iMax,800,0,2000,7,0,102,4/1/2016,201604,2016,4,233.2,131.2,More than 100,0,0,4,8,0,0,12.32,123.2,0,0,362,4,321,19.32,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,25,Michael Owen,9787-6024,3,iMax,800,0,2000,7,0,102,5/1/2016,201605,2016,5,167.6,65.6,50 to 74,0,0,8,16,0,0,4.96,49.6,0,0,255,8,1218,11.96,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,25,Michael Owen,9787-6024,3,iMax,800,0,2000,7,0,102,6/1/2016,201606,2016,6,196,94,75 to 99,0,0,47,94,0,0,0,0,0,0,727,47,1311,2.24,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,26,Anthony Martial,9787-6025,3,iMax,800,0,2000,7,0,102,4/1/2016,201604,2016,4,170.9,68.9,50 to 74,0,0,30,60,0,0,0.89,8.9,0,0,730,30,1124,7.89,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,26,Anthony Martial,9787-6025,3,iMax,800,0,2000,7,0,102,5/1/2016,201605,2016,5,151.78,49.78,25 to 49,93,14.88,12,24,0,0,1.09,10.9,0,0,893,12,1279,8.09,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,26,Anthony Martial,9787-6025,3,iMax,800,0,2000,7,0,102,6/1/2016,201606,2016,6,193.6,91.6,75 to 99,0,0,5,10,0,0,8.16,81.6,0,0,313,5,1456,15.16,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,27,Danny Blind,9787-6026,3,iMax,800,0,2000,7,0,102,4/1/2016,201604,2016,4,204.64,102.64,More than 100,29,4.64,49,98,0,0,0,0,0,0,829,49,1237,1.11,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,27,Danny Blind,9787-6026,3,iMax,800,0,2000,7,0,102,5/1/2016,201605,2016,5,165.72,63.72,50 to 74,67,10.72,2,4,0,0,4.9,49,0,0,867,2,300,11.9,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,27,Danny Blind,9787-6026,3,iMax,800,0,2000,7,0,102,6/1/2016,201606,2016,6,141.8,39.8,25 to 49,0,0,11,22,0,0,1.78,17.8,0,0,450,11,1265,8.78,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,28,David De Gea,9787-6027,8,Reg+,400,0,1500,5,0,82,4/1/2016,201604,2016,4,231.12,149.12,More than 100,457,73.12,38,76,0,0,0,0,0,0,857,38,746,1.96,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,28,David De Gea,9787-6027,8,Reg+,400,0,1500,5,0,82,5/1/2016,201605,2016,5,174.56,92.56,75 to 99,66,10.56,41,82,0,0,0,0,0,0,466,41,717,1.02,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,28,David De Gea,9787-6027,8,Reg+,400,0,1500,5,0,82,6/1/2016,201606,2016,6,250.72,168.72,More than 100,132,21.12,28,56,0,0,9.16,91.6,0,0,532,28,626,14.16,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,29,Emre Can,9787-6028,3,iMax,800,0,2000,7,0,102,4/1/2016,201604,2016,4,269.4,167.4,More than 100,0,0,50,100,0,0,6.74,67.4,0,0,233,50,757,13.74,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,29,Emre Can,9787-6028,3,iMax,800,0,2000,7,0,102,5/1/2016,201605,2016,5,252.2,150.2,More than 100,0,0,32,64,0,0,8.62,86.2,0,0,584,32,305,15.62,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,29,Emre Can,9787-6028,3,iMax,800,0,2000,7,0,102,6/1/2016,201606,2016,6,271.8,169.8,More than 100,0,0,27,54,0,0,11.58,115.8,0,0,622,27,987,18.58,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,30,Robbie Fowler,9787-6029,3,iMax,800,0,2000,7,0,102,4/1/2016,201604,2016,4,140,38,25 to 49,0,0,19,38,0,0,0,0,0,0,734,19,129,6.79,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,30,Robbie Fowler,9787-6029,3,iMax,800,0,2000,7,0,102,5/1/2016,201605,2016,5,293,191,More than 100,0,0,35,70,0,0,12.1,121,0,0,405,35,245,19.1,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,30,Robbie Fowler,9787-6029,3,iMax,800,0,2000,7,0,102,6/1/2016,201606,2016,6,195.8,93.8,75 to 99,0,0,24,48,0,0,4.58,45.8,0,0,772,24,1399,11.58,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,31,Nicky Butt,9787-6030,3,iMax,800,0,2000,7,0,102,4/1/2016,201604,2016,4,134,32,25 to 49,0,0,16,32,0,0,0,0,0,0,682,16,1599,3.17,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,31,Nicky Butt,9787-6030,3,iMax,800,0,2000,7,0,102,5/1/2016,201605,2016,5,205.6,103.6,More than 100,0,0,22,44,0,0,5.96,59.6,0,0,582,22,310,12.96,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,31,Nicky Butt,9787-6030,3,iMax,800,0,2000,7,0,102,6/1/2016,201606,2016,6,106,4,1 to 24,0,0,2,4,0,0,0,0,0,0,655,2,1052,6.17,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,32,Paul Scholes,9787-6031,8,Reg+,400,0,1500,5,0,82,4/1/2016,201604,2016,4,325.68,243.68,More than 100,388,62.08,30,60,0,0,12.16,121.6,0,0,788,30,258,17.16,0,Sales,Mobile,197501877H,Accenture
8000,NA,Singapore,515814710,Sales,32,Paul Scholes,9787-6031,8,Reg+,400,0,1500,5,0,82,5/1/2016,201605,2016,5,265.4,183.4,More than 100,0,0,49,98,0,0,8.54,85.4,0,0,178,49,1372,13.54,0,Sales,Mobile,197501877H,Accenture
